age,employment-type,education-num,occupation,race,sex,weekly-hours,compensation
33,1,13,6,4,0,40,0
24,1,10,2,4,0,45,0
43,1,6,1,1,1,42,0
52,0,9,0,4,0,40,0
61,1,4,6,4,0,40,0
35,1,9,5,4,1,40,0
35,1,9,1,4,1,40,1
45,2,9,2,4,1,55,1
43,0,9,2,4,1,40,1
51,1,9,9,4,1,40,1
35,1,13,12,4,1,40,0
47,0,13,0,4,1,45,1
22,1,10,0,4,1,40,0
49,2,11,2,4,1,60,1
20,1,9,1,4,1,20,0
19,1,6,6,4,0,40,0
27,1,9,1,4,1,40,0
42,1,12,8,4,0,45,0
23,2,10,3,4,1,35,0
20,1,10,11,4,0,10,0
47,1,9,12,4,1,50,0
17,1,8,6,2,1,18,0
39,1,10,10,4,0,40,0
25,1,5,5,4,1,40,0
31,1,11,2,2,0,43,0
44,1,9,12,2,1,20,0
53,1,11,2,4,1,40,1
34,1,10,1,4,1,45,0
45,2,10,2,4,1,60,0
34,1,9,10,4,1,45,0
35,1,14,10,4,1,40,1
36,1,10,6,4,1,48,0
45,1,10,6,4,0,45,0
37,2,10,2,4,1,60,0
53,1,12,5,4,1,40,1
35,1,14,8,4,0,50,1
38,2,9,5,4,1,70,0
65,2,10,10,4,1,40,0
49,2,6,3,4,1,70,0
24,1,9,4,4,1,40,0
54,1,10,1,4,1,40,0
17,1,6,10,4,0,12,0
19,1,8,6,4,1,16,0
60,1,9,5,4,0,40,0
46,1,13,2,4,1,35,1
26,1,10,2,2,0,40,0
58,1,2,6,4,1,38,0
37,2,9,2,4,1,55,0
41,1,14,8,4,1,38,1
30,1,13,2,4,1,40,0
19,1,10,0,4,0,30,0
48,1,13,2,4,1,60,1
22,1,10,12,4,0,24,0
50,1,14,8,4,1,60,0
25,1,2,7,4,0,40,0
18,1,6,6,4,1,6,0
21,1,9,4,4,1,40,0
47,1,10,12,4,1,50,0
33,1,9,6,0,0,36,0
39,1,9,1,4,1,40,0
67,2,13,2,4,1,8,1
19,1,10,6,4,1,24,0
18,1,6,6,4,1,11,0
36,1,9,0,2,1,40,0
23,1,10,5,4,1,25,0
40,1,10,1,4,1,40,0
73,2,9,3,4,1,40,0
35,1,10,1,4,1,40,0
31,1,12,1,4,1,40,1
20,1,6,5,4,1,40,0
20,1,9,0,4,0,40,0
27,1,9,4,4,1,40,0
66,2,6,10,4,1,30,0
66,1,14,10,4,1,50,0
64,1,14,8,4,0,35,0
48,1,10,12,4,1,53,0
24,1,13,8,4,0,40,0
51,2,9,3,4,1,60,0
25,1,13,1,4,1,60,1
33,1,7,10,4,0,20,0
50,1,9,5,4,1,50,0
51,1,4,1,2,1,50,0
34,0,13,8,4,1,38,1
41,0,4,6,2,0,40,0
30,2,10,5,4,1,40,0
59,1,10,1,4,1,40,0
41,2,10,5,4,1,40,1
36,2,14,10,4,1,45,1
37,1,2,3,4,1,85,0
28,1,9,6,0,1,30,0
19,1,9,1,4,1,40,0
28,1,10,12,4,1,45,0
62,1,6,5,2,1,40,0
36,1,14,10,4,1,45,1
58,2,6,1,4,1,40,0
42,2,9,10,4,1,50,0
43,2,9,1,4,1,40,0
29,1,9,1,4,1,40,0
32,0,9,2,4,1,50,0
64,0,5,0,4,1,40,0
39,1,13,8,4,0,20,1
26,1,13,10,2,0,20,0
19,1,9,6,4,1,30,0
21,1,9,0,4,0,45,0
32,1,10,0,4,0,40,0
30,0,12,9,4,1,45,0
26,1,13,0,4,0,50,0
20,1,10,0,1,0,15,0
19,1,10,12,4,1,30,0
33,0,13,0,4,1,42,1
23,1,10,1,4,1,40,0
29,1,9,1,4,1,45,0
42,1,9,2,4,0,40,0
30,2,9,10,4,1,50,0
63,1,9,12,1,0,20,0
34,1,9,4,4,1,40,0
60,2,10,1,4,1,24,0
48,1,9,6,4,1,50,0
25,1,13,2,4,1,50,0
27,1,11,0,2,0,40,0
55,2,9,1,4,1,55,1
32,1,10,5,2,0,40,0
22,1,10,0,4,1,25,0
25,1,9,2,4,1,50,0
18,1,7,6,4,0,16,0
24,0,10,0,4,0,44,0
29,1,13,2,4,0,40,0
39,1,9,1,4,1,40,1
33,2,14,1,4,1,40,0
57,1,9,5,4,0,40,1
22,1,6,6,4,0,40,0
33,1,9,12,4,1,60,0
42,1,9,1,4,1,40,0
43,1,13,8,4,1,45,0
57,2,10,11,4,1,38,1
42,1,14,8,4,1,40,0
22,1,10,12,4,1,30,0
42,2,13,10,4,1,50,1
39,1,10,10,4,1,55,0
41,1,10,8,4,0,32,1
20,0,9,4,2,1,40,0
47,1,10,1,4,1,40,0
44,1,10,0,4,0,40,0
29,1,13,0,2,0,40,0
52,1,10,0,4,0,16,1
71,1,10,10,4,1,35,1
52,1,9,1,4,1,55,0
36,1,9,10,4,1,40,0
53,1,10,1,4,1,48,1
37,1,9,6,4,0,30,1
26,1,6,4,4,1,40,0
34,1,13,8,4,1,55,1
35,1,13,8,4,1,50,1
20,1,5,10,4,0,40,0
34,0,10,1,4,1,40,0
56,2,13,2,4,1,60,0
39,1,13,8,4,0,36,1
24,1,10,11,4,0,20,0
24,1,7,10,4,0,35,0
23,1,13,8,4,1,50,0
27,1,13,8,4,1,45,0
25,1,9,0,4,0,40,0
29,1,10,0,4,0,40,0
42,1,10,5,4,0,37,1
51,1,9,1,4,1,40,0
31,1,11,1,4,1,40,0
59,1,2,5,4,1,40,0
29,1,9,6,4,0,40,0
18,1,9,0,4,0,20,0
24,1,9,1,4,0,36,0
38,0,10,2,4,1,40,0
36,1,9,7,2,0,28,0
34,2,9,2,4,1,50,0
42,2,13,2,4,1,70,1
45,2,8,1,2,1,35,0
21,1,11,12,4,1,40,0
64,2,16,8,4,1,60,1
32,1,9,5,2,1,40,0
45,1,13,8,4,1,40,1
53,1,3,5,1,1,40,0
42,1,9,1,4,1,16,0
32,1,9,6,4,0,40,0
49,1,9,5,4,1,40,0
62,1,3,3,4,1,24,0
28,1,13,2,4,1,45,0
32,1,9,3,4,1,35,0
37,2,6,12,4,1,50,1
38,1,13,2,1,1,50,1
44,0,9,12,4,1,25,0
19,1,9,12,4,1,40,0
24,1,13,8,4,0,40,0
58,1,9,2,4,1,50,1
56,1,13,6,4,0,40,0
37,1,6,1,4,0,40,0
43,1,10,5,4,1,40,0
32,1,9,1,4,1,40,0
34,1,13,10,2,0,40,0
44,1,5,6,4,0,50,0
28,1,9,4,4,1,40,0
35,1,9,6,4,0,35,0
38,1,9,5,4,1,40,0
26,1,10,11,4,0,40,0
20,1,7,12,4,1,60,0
24,1,9,1,4,1,60,1
40,1,9,1,4,1,45,0
23,1,9,1,4,1,40,0
79,0,7,2,4,1,7,0
44,1,6,0,3,0,42,0
51,1,14,8,4,0,50,1
30,1,9,5,4,1,40,0
52,1,12,10,4,1,48,1
41,1,13,2,4,1,40,1
33,1,3,3,1,1,40,0
50,1,13,2,4,1,45,1
51,1,11,11,4,1,40,1
41,1,9,5,4,1,40,0
35,1,13,10,4,0,30,1
34,1,10,2,4,1,40,1
28,1,13,8,4,1,45,0
31,2,11,10,4,1,40,0
22,1,9,4,4,1,40,0
65,1,9,10,4,1,40,1
39,2,9,10,4,1,50,1
23,1,10,11,4,1,40,0
29,2,12,10,4,1,50,0
57,2,6,2,4,1,60,1
47,1,10,6,4,0,35,0
51,0,9,12,2,1,60,0
34,1,9,4,2,1,40,0
52,1,9,2,4,1,60,1
29,1,9,8,4,1,40,1
29,1,9,1,4,1,40,0
25,0,10,3,4,1,40,0
21,1,10,6,4,0,40,0
38,1,13,8,4,0,40,0
55,2,9,10,4,1,50,1
61,2,13,10,4,0,30,0
34,1,12,0,1,0,60,1
41,1,13,0,4,1,40,0
27,0,11,0,4,1,43,0
78,2,13,2,4,1,20,1
40,1,9,12,4,1,40,1
26,2,4,12,4,1,75,0
43,1,9,6,1,1,60,0
25,1,11,11,4,1,40,0
26,2,10,6,4,0,48,0
43,2,9,10,4,1,68,1
25,1,10,6,4,1,40,0
22,1,10,0,2,0,30,0
52,2,9,1,4,1,55,1
61,1,9,0,4,0,5,0
42,1,13,10,4,1,40,0
21,1,11,0,4,0,40,0
44,1,9,12,0,1,40,0
65,1,9,1,4,1,40,0
33,0,12,6,4,1,40,0
22,1,6,0,4,0,40,0
43,1,9,5,4,0,24,0
45,2,9,2,4,1,42,0
42,1,9,10,4,0,42,0
37,1,9,3,3,1,40,0
56,1,5,1,4,1,40,0
40,1,12,0,2,0,32,0
31,1,13,10,4,1,55,0
26,1,13,8,4,1,40,0
26,0,13,8,4,1,40,0
42,2,13,2,4,1,70,0
45,2,9,2,1,1,40,0
47,0,10,8,2,1,50,1
22,1,10,5,4,1,40,0
33,1,13,2,4,1,40,0
37,1,9,12,2,1,50,0
48,2,9,3,4,1,98,0
57,2,6,1,4,1,8,0
47,1,10,0,4,0,60,0
58,0,5,12,4,1,40,0
55,1,7,0,4,0,40,0
52,1,10,1,4,1,55,0
29,1,13,8,4,1,40,0
42,1,14,8,4,0,40,0
23,1,9,1,4,1,60,0
23,1,8,6,4,0,30,0
46,2,11,2,4,1,60,0
30,1,10,5,4,1,40,0
43,2,13,8,4,0,70,1
25,1,10,0,4,0,30,0
32,1,9,12,4,1,80,1
56,1,5,12,2,1,40,0
33,1,9,12,4,1,43,0
19,0,10,0,4,1,10,0
20,1,10,10,4,0,18,0
34,1,10,0,4,1,40,0
34,1,5,6,4,0,40,0
55,2,9,1,4,1,40,0
55,1,5,11,4,0,23,0
31,1,10,10,4,1,45,0
30,1,9,6,4,0,40,0
31,1,9,6,4,1,40,0
51,1,9,5,4,1,40,0
59,1,9,1,4,1,40,0
58,1,9,0,2,0,36,0
40,1,5,4,4,1,40,0
54,1,9,1,2,1,40,0
25,0,13,8,4,1,40,1
18,2,7,3,4,1,30,0
41,1,10,1,4,1,40,0
57,1,6,6,4,0,40,0
37,1,9,2,4,1,40,1
46,1,9,6,4,0,24,0
39,1,9,6,4,0,38,0
19,1,9,1,4,0,40,0
41,1,12,5,4,1,40,0
54,1,9,0,4,1,41,0
39,1,14,2,4,1,40,1
41,1,9,1,4,1,40,1
26,1,15,8,4,0,30,0
57,2,9,0,4,1,50,0
33,0,10,9,4,1,40,1
56,1,10,2,4,1,40,1
60,1,9,5,4,1,40,0
22,1,9,12,4,1,70,0
58,1,8,12,4,1,40,0
48,0,14,2,4,0,50,1
45,0,14,8,4,1,55,1
18,1,9,10,1,0,40,0
56,1,9,6,4,0,40,0
48,2,9,1,4,1,60,1
40,1,13,11,1,0,48,0
38,1,9,6,4,1,32,0
58,1,10,0,4,0,40,0
23,1,10,2,4,1,50,0
63,1,10,8,4,1,40,0
51,1,13,8,4,1,45,0
44,1,9,3,4,1,70,0
46,0,10,11,4,1,40,0
64,0,13,0,4,1,40,0
32,1,13,2,2,1,40,1
31,1,10,0,4,1,40,0
36,1,11,10,4,1,50,1
21,1,9,6,4,0,50,0
30,1,10,1,4,1,40,0
31,1,11,6,2,0,40,0
54,1,9,12,4,1,50,0
59,0,5,6,4,1,40,0
28,0,14,8,4,0,20,1
57,1,9,0,4,0,40,0
44,1,9,1,4,1,45,0
53,2,10,2,4,1,60,0
58,2,10,2,4,1,60,1
19,1,10,6,4,0,20,0
39,2,12,2,4,1,50,1
31,2,10,2,1,0,70,0
27,1,9,1,4,1,40,0
46,0,5,6,2,0,40,0
37,2,14,2,4,1,40,0
27,1,13,10,2,0,40,0
33,1,10,12,4,1,55,0
20,1,10,6,4,1,16,0
55,1,9,1,4,1,45,0
39,1,12,10,4,0,40,0
41,1,9,6,4,0,40,0
30,1,13,8,4,0,40,0
39,2,13,10,4,1,40,0
28,1,9,2,4,0,50,0
25,1,10,10,4,1,24,0
31,1,9,1,4,1,50,0
51,1,9,12,4,1,60,0
24,1,13,0,4,1,40,0
70,1,9,9,4,0,32,0
23,1,10,0,4,1,40,0
61,1,9,2,4,0,40,0
45,2,4,2,4,1,55,1
47,1,9,4,4,1,60,0
56,1,10,6,4,0,50,0
79,1,16,8,4,1,35,1
20,1,10,0,4,0,15,0
30,1,9,1,1,1,40,0
27,1,13,10,4,1,25,0
40,1,13,10,4,1,40,1
58,1,9,1,4,1,40,1
71,2,15,3,4,1,2,0
50,1,15,8,4,1,60,1
29,0,10,2,4,1,40,0
33,1,6,6,4,0,35,0
60,0,9,9,0,1,40,1
33,1,12,0,4,1,50,0
43,1,13,6,4,0,35,1
33,1,6,4,2,1,40,0
33,1,9,0,4,0,52,0
32,0,9,9,4,1,45,0
21,1,10,6,4,0,9,0
38,1,9,8,4,0,40,0
38,1,10,0,4,0,35,1
39,0,10,2,2,0,30,0
17,1,7,10,4,0,15,0
21,1,10,0,4,1,40,0
42,1,10,11,4,1,20,1
42,1,9,2,4,0,40,1
36,1,7,6,4,0,40,0
32,1,10,2,4,0,50,1
37,2,13,8,4,1,40,1
28,1,13,10,4,1,40,0
37,1,11,1,4,1,40,0
50,1,9,8,3,0,60,0
49,1,7,1,4,1,40,0
40,1,14,2,4,1,40,1
40,1,10,6,4,1,40,0
49,1,10,1,4,1,40,0
35,0,14,2,4,1,40,1
33,0,9,9,4,1,40,0
24,1,9,1,4,1,40,0
41,1,14,0,4,0,40,0
43,1,10,11,2,1,40,1
36,2,9,3,4,1,60,1
84,2,13,3,4,1,20,0
23,1,9,10,4,1,40,0
41,1,13,8,4,1,50,1
55,2,9,2,4,1,45,1
30,2,10,1,4,1,45,0
46,1,12,0,1,1,40,0
55,1,10,2,4,1,40,1
34,1,10,0,4,1,40,0
54,2,14,10,4,1,60,0
27,1,10,0,2,1,40,0
52,0,14,8,4,0,40,1
36,1,10,0,2,0,40,1
25,2,9,8,4,1,40,0
52,1,13,2,4,1,55,1
24,1,9,2,0,0,50,0
36,1,9,0,2,0,40,0
31,1,9,4,4,1,40,0
90,2,13,8,4,1,50,0
67,1,14,8,4,1,60,1
22,2,4,1,4,1,40,0
47,1,10,0,4,0,35,0
32,1,13,2,4,1,55,1
55,2,4,3,4,1,50,0
32,1,9,4,4,0,35,0
48,1,10,0,2,0,40,0
21,1,9,10,3,1,35,0
33,1,12,8,4,0,40,0
27,1,10,8,4,0,48,0
47,1,11,8,4,0,40,0
18,1,7,6,4,0,24,0
44,2,9,1,4,1,60,1
23,1,10,1,4,1,37,0
18,1,6,10,4,0,35,0
56,1,9,2,4,1,50,0
24,1,13,0,4,1,35,0
43,1,13,1,4,1,40,1
23,1,13,10,4,0,60,0
26,1,10,10,4,1,42,0
42,1,9,10,4,1,40,0
23,1,9,0,4,0,40,0
53,2,6,1,4,1,40,0
51,1,9,2,4,1,55,1
40,1,9,6,4,1,25,0
27,1,13,8,4,1,50,0
24,0,10,9,4,1,60,0
42,1,9,1,4,0,40,0
41,1,9,0,4,0,40,0
23,1,10,4,4,1,10,0
42,2,14,8,4,1,65,0
38,1,9,1,4,1,40,1
63,2,4,3,4,1,30,0
31,1,9,1,4,1,40,0
18,2,7,6,4,0,4,0
21,1,10,6,4,1,30,0
24,1,13,8,1,0,40,0
55,1,10,1,4,1,40,0
20,1,5,0,2,0,20,0
31,1,10,10,4,0,30,0
23,1,10,0,4,0,20,0
35,1,9,1,4,1,40,0
51,2,10,10,4,1,60,0
19,1,10,9,4,0,30,0
38,0,9,9,4,1,56,0
52,0,9,1,4,1,40,0
70,2,15,8,4,1,25,0
53,1,6,1,4,1,40,0
59,1,16,2,4,1,40,1
39,1,10,12,4,1,43,0
18,1,8,10,4,0,20,0
24,1,10,0,4,0,40,0
25,1,9,0,4,0,38,0
32,1,10,2,2,1,40,0
34,2,9,10,4,1,60,1
35,1,9,10,4,0,40,0
50,1,9,0,4,1,45,1
18,1,9,10,4,1,20,0
37,1,9,0,4,1,42,0
30,1,10,6,4,0,36,0
40,2,14,2,4,0,30,1
22,1,9,8,4,0,40,0
50,0,10,6,2,0,28,0
70,1,9,6,4,0,23,0
43,1,14,8,4,1,40,1
77,2,10,1,4,1,40,0
30,2,9,1,4,1,40,0
33,1,10,5,4,1,39,0
51,1,10,10,4,1,50,1
58,0,14,8,4,1,50,1
22,1,10,0,4,1,12,0
33,1,9,12,2,1,40,0
27,1,7,10,4,1,40,0
35,1,10,2,4,1,60,0
32,1,10,10,4,0,55,0
41,1,13,11,4,0,25,1
37,1,10,1,4,1,40,0
17,1,7,10,4,1,15,0
50,1,13,2,4,1,55,1
54,0,9,2,4,0,38,0
23,0,9,6,2,1,40,0
40,1,13,0,4,0,20,0
29,1,13,8,4,1,40,0
38,1,9,6,4,1,35,0
30,1,11,2,4,1,55,0
20,1,10,10,1,1,8,0
43,2,10,3,4,1,50,0
25,1,10,11,4,1,25,0
39,1,14,10,4,1,50,1
48,1,12,8,4,1,50,1
41,2,9,6,4,0,40,0
24,1,13,0,4,1,30,0
20,1,10,0,4,1,40,0
25,1,10,0,4,0,40,0
57,1,10,1,4,1,40,1
39,1,10,2,4,0,35,1
66,1,13,8,4,1,40,1
34,1,10,0,4,0,40,0
36,1,13,8,4,1,40,1
46,1,9,10,4,0,40,0
42,0,14,8,4,0,45,0
46,1,9,12,4,1,70,1
34,0,9,9,4,1,40,0
43,1,10,11,2,0,40,0
42,1,10,2,4,0,40,0
31,1,13,10,4,1,48,0
32,1,10,2,4,1,40,0
46,0,9,0,4,1,40,1
42,2,4,1,4,1,25,0
21,1,11,2,4,1,40,0
24,1,13,10,4,0,40,0
23,1,9,10,4,1,55,0
50,0,14,8,4,1,40,1
37,1,10,0,4,0,45,0
44,0,12,1,4,1,40,1
29,1,9,12,2,1,40,0
30,1,11,0,4,0,24,0
36,1,10,10,4,1,44,0
49,2,13,10,4,1,45,0
29,1,9,1,4,1,40,0
45,0,9,0,2,0,40,0
75,0,16,8,2,1,20,1
42,1,9,7,4,0,40,0
37,1,12,2,4,0,40,0
51,1,13,5,4,1,25,0
61,0,9,3,4,1,48,0
33,1,12,2,4,0,55,0
50,0,9,0,2,1,40,0
59,1,9,5,4,1,40,0
25,1,9,0,4,0,30,0
22,1,9,4,4,1,16,0
56,1,10,12,4,1,40,1
44,1,13,0,2,0,40,0
35,1,11,1,4,1,50,0
57,1,9,2,4,1,40,0
47,2,9,3,4,1,50,1
27,1,13,2,4,0,40,0
50,2,9,3,4,1,20,0
30,1,13,8,2,1,40,0
46,1,7,12,2,1,40,0
48,2,15,8,4,1,60,1
61,1,13,0,4,1,40,1
33,1,9,12,4,1,87,0
40,1,9,6,2,1,40,0
58,2,10,2,4,1,65,1
46,2,14,2,4,1,50,1
35,1,10,8,4,1,40,1
51,2,10,2,4,0,50,0
37,1,8,6,4,0,40,0
64,1,14,8,1,1,60,0
41,1,9,1,4,1,54,0
18,1,7,4,4,1,30,0
44,2,7,3,4,1,88,0
41,0,13,8,0,0,48,1
33,0,10,8,4,1,40,1
37,1,5,7,4,0,16,0
34,1,10,0,4,0,40,0
24,0,13,11,4,0,40,0
20,1,10,4,4,1,40,0
38,1,13,2,4,1,40,0
28,1,11,6,4,0,40,0
20,2,9,12,4,1,45,0
22,0,13,11,4,1,8,0
55,1,13,0,4,0,73,0
20,1,10,8,4,1,35,0
26,1,13,8,4,0,40,0
20,2,9,3,4,1,70,0
40,1,5,6,4,0,40,0
33,1,9,10,4,1,50,1
24,1,9,10,4,0,40,0
25,1,10,2,4,1,46,0
18,1,7,6,4,1,8,0
49,2,9,1,4,1,60,0
17,1,8,4,4,1,17,0
34,2,11,1,4,1,45,0
37,1,13,8,4,1,45,1
49,0,10,2,4,1,40,1
74,1,9,0,4,0,40,1
37,1,9,3,4,1,40,0
20,1,7,4,4,1,40,0
40,1,9,2,4,0,35,1
34,1,13,10,4,1,40,1
30,1,15,8,2,1,40,0
44,1,9,0,4,0,40,0
40,1,6,6,2,0,32,0
58,1,9,10,4,0,40,0
44,1,9,1,4,1,40,0
42,1,10,10,4,1,25,1
39,1,9,6,4,1,18,0
19,1,9,6,2,1,40,0
41,1,14,2,4,1,70,1
29,0,14,8,4,1,40,0
34,0,10,1,4,1,40,0
27,1,1,3,4,1,24,0
54,1,10,1,4,0,48,0
40,1,9,5,2,0,37,0
19,1,10,10,4,0,25,0
17,1,7,6,4,1,10,0
33,1,10,10,4,1,52,0
80,1,4,6,4,0,24,0
24,2,9,1,4,1,50,0
28,1,13,8,4,1,40,0
55,1,9,2,4,0,30,1
21,1,10,2,4,1,40,0
51,1,9,0,4,0,38,0
19,1,9,5,2,0,40,0
42,1,9,6,4,0,24,0
60,2,9,2,4,1,48,0
51,1,9,0,4,0,40,0
21,1,10,6,4,0,40,0
37,0,10,1,4,1,40,0
26,1,9,5,4,1,52,0
42,0,14,2,4,0,60,1
40,1,10,4,4,1,40,0
55,1,14,8,4,1,40,1
33,1,9,6,2,1,32,0
62,1,9,12,4,1,60,1
47,1,6,10,4,0,30,0
26,1,8,10,2,1,51,0
59,1,9,0,4,0,20,0
70,0,10,0,4,0,17,0
26,1,10,0,4,0,20,0
47,1,6,10,4,1,65,0
25,1,14,2,4,0,43,0
52,2,15,8,4,1,60,1
46,1,9,1,4,1,40,0
67,1,6,12,0,1,20,0
34,1,14,2,4,1,50,1
53,0,10,0,4,0,40,0
22,1,13,0,4,0,35,0
39,0,9,0,4,1,42,0
54,2,9,1,4,1,35,0
24,1,13,10,4,1,40,0
37,1,9,8,4,0,38,0
38,1,6,8,4,1,90,1
41,0,14,8,2,0,40,0
36,1,9,12,4,1,33,0
43,1,11,2,4,1,40,1
39,1,13,8,4,1,40,0
26,1,13,10,4,1,45,0
49,0,14,8,4,0,40,0
37,2,13,8,4,1,55,1
43,1,10,2,4,1,50,1
54,0,9,8,4,1,40,1
53,2,3,10,4,1,40,1
57,0,14,8,4,1,60,0
28,1,13,8,4,1,40,1
29,1,13,6,4,1,40,0
21,1,9,10,4,1,40,0
51,1,9,1,4,1,40,0
46,0,9,12,4,1,40,0
50,2,15,8,4,1,75,1
50,2,9,2,1,0,48,0
36,1,9,2,4,0,40,0
31,0,13,8,4,1,40,0
20,1,9,0,4,0,10,0
36,1,9,4,4,1,40,0
38,1,9,1,4,1,40,0
37,1,13,1,4,1,45,1
39,1,14,8,4,1,40,1
18,1,6,3,4,1,36,0
33,1,9,10,4,1,50,0
35,1,9,11,4,0,40,0
23,1,10,4,0,1,40,0
37,1,13,6,1,0,36,0
25,1,9,6,4,1,30,0
51,0,12,11,2,1,40,0
35,1,9,1,4,1,40,0
54,1,7,5,4,1,40,0
32,1,9,6,2,0,13,0
37,2,13,9,4,1,55,1
29,1,13,10,4,1,40,1
45,1,13,4,4,1,37,0
61,2,10,10,4,1,40,0
40,1,10,0,4,0,40,0
24,1,9,12,4,0,49,0
49,1,4,5,3,1,38,0
51,2,14,2,4,1,50,1
34,1,9,12,4,1,40,0
20,1,10,10,4,1,40,0
30,1,10,0,2,0,37,0
49,2,14,8,4,1,80,1
26,1,10,10,4,1,40,0
63,1,6,0,4,1,45,0
36,1,12,12,4,1,55,0
63,2,13,8,4,1,40,1
22,1,9,0,4,0,10,0
40,1,9,10,4,1,40,1
31,1,4,0,4,0,35,0
49,1,10,1,4,1,50,0
35,1,14,8,4,1,55,1
23,0,13,8,4,0,20,0
25,1,11,10,4,1,40,1
28,1,13,1,4,1,45,1
44,2,10,5,4,1,35,0
33,1,9,12,4,1,40,0
21,1,10,0,4,1,45,0
55,1,7,6,2,1,40,0
75,2,9,10,4,1,15,0
61,1,5,5,2,0,40,0
53,1,9,0,4,0,40,0
26,0,12,9,4,1,45,1
48,1,10,10,4,1,50,1
28,0,14,2,4,1,50,1
29,1,9,4,4,1,45,0
25,1,10,11,4,0,40,0
37,1,9,12,4,1,40,0
43,0,13,8,4,0,55,0
40,0,9,12,4,1,40,0
34,1,6,1,4,1,45,1
55,1,16,8,4,1,30,1
31,0,12,11,4,1,20,0
32,2,9,3,4,1,40,0
26,0,15,8,1,1,50,0
26,1,13,8,4,1,50,1
44,1,10,12,4,1,40,0
49,1,9,12,4,1,52,1
26,1,9,0,2,0,30,0
40,2,9,3,4,1,60,0
19,2,7,0,4,0,40,0
58,1,9,3,4,1,40,0
61,1,11,11,4,1,40,1
28,2,10,10,1,1,63,0
26,1,13,3,4,1,40,0
64,1,9,0,4,0,25,0
42,2,13,2,4,1,60,1
41,1,10,11,4,1,40,1
45,1,9,4,4,1,40,0
39,1,13,10,4,1,50,1
41,0,9,6,4,1,40,0
51,1,7,6,2,0,40,0
34,1,11,0,4,0,40,0
33,1,14,2,4,1,45,1
23,1,10,6,4,1,40,1
35,2,10,1,0,1,60,0
41,1,7,7,4,0,25,0
39,1,14,1,4,0,50,0
41,1,10,10,4,1,55,0
33,2,10,2,4,1,40,0
22,1,9,6,4,1,40,0
25,1,10,2,4,0,45,0
25,1,10,5,4,0,40,0
77,2,4,0,4,1,20,1
66,1,9,10,4,0,40,0
19,1,10,10,4,1,35,0
44,1,9,6,2,0,38,0
45,2,14,10,4,0,42,1
28,1,10,10,4,1,50,0
19,1,9,4,4,1,40,0
43,1,9,5,2,1,40,1
39,1,13,11,4,1,40,1
33,1,13,10,4,1,50,0
44,1,9,6,2,0,40,0
62,1,4,5,4,0,40,0
40,1,10,10,4,1,50,1
41,1,9,6,4,1,6,0
23,0,10,6,2,1,30,0
48,1,9,1,4,1,40,1
38,1,14,8,4,1,45,0
37,1,14,2,4,1,50,1
45,1,14,8,4,1,55,1
29,1,9,9,4,1,40,0
66,0,9,0,4,0,25,0
19,1,9,6,4,0,50,0
23,1,5,4,4,1,39,0
34,1,13,11,4,1,40,1
39,1,14,2,4,0,45,0
33,2,9,12,4,1,60,0
43,1,10,10,4,0,10,0
27,1,9,12,4,1,99,0
33,0,10,0,2,1,35,0
26,1,3,3,4,1,30,0
56,2,14,2,4,1,60,1
46,1,9,10,4,1,36,0
38,1,12,1,4,0,40,0
90,1,7,1,4,1,40,0
72,2,10,2,4,1,25,1
20,1,9,0,1,0,15,0
29,1,9,1,0,1,48,0
49,1,7,12,4,1,75,0
23,1,9,6,4,0,35,0
20,1,10,10,2,0,18,0
57,1,13,2,1,1,40,0
46,1,12,8,4,0,40,0
33,1,13,8,4,1,40,1
24,1,13,10,4,1,55,0
49,1,11,1,4,1,45,0
54,1,9,12,4,1,65,0
46,0,16,8,4,0,50,1
31,2,11,1,4,1,50,0
43,2,15,8,4,1,40,1
19,1,9,5,4,1,40,0
46,1,12,0,4,1,40,0
43,1,13,8,4,1,40,0
58,1,9,1,4,1,40,0
43,2,9,10,4,1,45,0
21,0,8,0,2,1,25,0
52,0,14,0,4,1,70,1
34,1,11,1,4,1,32,1
28,1,11,4,4,0,40,0
34,1,9,12,4,1,40,0
29,1,9,5,4,1,40,1
39,1,9,3,4,1,65,0
49,1,7,5,2,0,35,0
35,1,10,1,2,1,50,1
31,1,10,6,4,0,20,0
18,1,10,4,4,1,30,0
47,0,9,6,4,1,40,1
46,1,9,10,4,1,50,0
43,1,13,10,4,1,40,1
51,0,9,1,4,1,40,1
21,1,10,0,4,0,40,0
31,0,13,8,4,0,35,1
39,0,9,9,4,1,40,1
58,1,7,0,4,1,48,0
36,1,14,8,4,0,40,0
38,1,9,5,4,0,40,0
31,1,13,2,4,0,35,1
19,1,7,4,4,1,40,0
38,1,11,11,4,0,36,0
26,1,11,8,3,0,60,0
38,1,12,0,4,0,16,0
36,1,10,1,4,1,45,0
40,1,9,2,4,1,45,1
25,1,13,11,2,1,40,0
41,1,13,11,4,0,25,1
33,1,9,10,4,1,45,0
51,1,9,5,4,1,40,0
34,1,9,10,4,1,40,0
33,1,11,10,4,1,40,0
25,1,6,1,4,1,45,0
30,2,9,10,4,1,66,0
19,1,10,0,4,1,25,0
47,1,9,2,4,0,40,1
26,1,13,0,4,0,40,0
21,0,10,6,4,0,14,0
36,1,9,6,4,1,60,1
60,1,6,5,4,1,40,0
28,1,9,8,2,1,40,0
19,1,9,0,4,0,14,0
42,1,13,8,4,1,90,0
