,age,employment-type,education-num,occupation,race,sex,weekly-hours,compensation
10284,22,1,10,1,4,1,40,0
10285,38,1,12,2,4,1,50,0
10286,54,2,9,10,4,1,40,0
10287,23,1,8,1,4,1,40,0
10288,46,1,8,12,2,1,40,0
10289,59,1,5,5,4,1,40,0
10290,41,0,10,6,4,1,40,0
10291,42,1,10,12,4,1,48,0
10292,58,1,9,2,4,1,40,1
10293,24,1,8,10,4,1,50,0
10294,39,1,12,0,4,1,45,1
10295,28,1,12,11,4,0,35,0
10296,25,1,13,10,4,1,55,0
10297,29,1,9,10,4,0,54,0
10298,53,1,2,1,4,1,40,0
10299,63,0,8,9,4,1,40,0
10300,26,0,10,2,4,0,38,0
10301,21,1,8,4,4,1,50,0
10302,45,1,9,1,4,1,40,1
10303,29,1,10,0,4,0,40,0
10304,72,0,15,2,4,1,40,0
10305,51,1,5,1,4,1,40,0
10306,21,1,4,4,4,1,40,0
10307,38,1,9,10,2,0,40,0
10308,38,1,12,8,4,0,40,1
10309,46,1,13,8,4,1,41,0
10310,31,2,12,2,4,1,60,1
10311,68,0,5,6,2,0,90,0
10312,21,1,8,10,4,1,40,0
10313,44,1,12,8,4,1,3,0
10314,56,0,15,8,4,1,40,1
10315,36,1,8,1,4,1,40,1
10316,21,1,8,0,4,0,25,0
10317,21,1,9,9,2,0,40,1
10318,52,0,9,1,4,1,40,0
10319,56,2,15,8,4,1,70,1
10320,52,1,12,6,4,0,20,1
10321,51,2,12,2,4,1,25,0
10322,29,1,8,5,4,1,40,0
10323,36,1,9,1,2,1,55,0
10324,29,1,8,3,4,1,55,0
10325,21,1,8,10,4,0,30,0
10326,58,1,1,3,4,1,40,0
10327,37,1,8,5,4,1,40,0
10328,50,1,9,1,2,0,45,0
10329,30,1,8,4,4,1,50,0
10330,29,1,8,3,2,1,30,0
10331,48,2,8,1,4,1,40,0
10332,50,2,3,3,4,1,40,0
10333,39,1,11,0,4,0,25,1
10334,35,0,14,8,4,1,55,0
10335,54,1,8,11,4,1,25,1
10336,24,1,8,6,4,0,25,0
10337,20,1,8,4,4,1,45,0
10338,30,2,9,10,0,1,55,1
10339,19,2,8,0,1,0,30,0
10340,26,1,8,10,2,1,40,0
10341,38,1,8,10,4,1,99,1
10342,25,1,9,6,4,0,40,0
10343,33,1,9,1,4,1,50,0
10344,60,0,12,8,4,1,40,1
10345,30,1,9,4,4,1,40,0
10346,30,1,12,8,4,1,40,0
10347,19,1,3,6,4,0,40,0
10348,23,1,8,1,4,1,40,0
10349,27,1,9,8,4,1,40,1
10350,39,0,11,9,4,1,52,0
10351,33,1,3,3,4,1,45,0
10352,65,1,8,3,4,1,24,0
10353,34,1,12,2,4,1,50,1
10354,20,1,8,10,4,0,25,0
10355,25,1,5,1,4,1,40,0
10356,28,1,12,2,4,0,50,1
10357,31,1,6,4,4,1,25,0
10358,28,0,12,8,4,1,40,0
10359,37,1,8,6,4,0,40,0
10360,52,1,9,2,4,1,50,1
10361,66,0,10,6,2,0,40,0
10362,31,1,8,6,4,1,40,0
10363,37,1,12,2,4,1,50,1
10364,45,0,12,0,4,1,45,0
10365,45,1,11,2,4,1,40,0
10366,44,1,8,10,4,1,60,0
10367,32,0,12,8,4,1,40,0
10368,35,1,8,5,4,1,60,1
10369,53,1,6,12,4,1,40,0
10370,54,1,9,1,4,1,40,1
10371,43,1,10,1,4,1,40,0
10372,30,1,9,1,4,1,40,0
10373,49,1,9,2,4,1,50,0
10374,52,1,15,2,4,1,57,1
10375,20,1,9,0,4,0,4,0
10376,60,0,8,11,4,1,40,1
10377,45,1,11,5,4,1,40,0
10378,48,1,12,2,4,1,60,1
10379,28,1,12,10,4,1,60,1
10380,48,0,9,2,4,1,40,0
10381,32,1,9,11,4,1,45,0
10382,27,2,8,1,4,1,30,0
10383,38,1,12,6,4,1,35,0
10384,33,1,2,12,3,1,20,0
10385,43,1,13,2,4,0,50,1
10386,36,1,8,12,4,1,60,0
10387,38,1,6,12,4,1,40,0
10388,24,0,8,11,4,0,40,0
10389,22,1,5,1,4,1,40,0
10390,30,1,12,6,4,1,40,0
10391,46,2,14,2,4,1,55,1
10392,39,0,8,9,4,1,50,0
10393,50,1,8,5,4,1,40,0
10394,34,1,10,0,4,0,40,0
10395,47,0,12,8,4,1,60,1
10396,46,1,8,10,4,1,40,0
10397,43,1,9,11,4,0,72,0
10398,45,1,8,5,4,1,40,0
10399,55,1,12,1,4,1,40,0
10400,68,1,8,1,4,1,8,0
10401,39,1,10,5,4,1,40,0
10402,39,1,8,3,4,0,40,0
10403,37,1,12,1,4,1,40,0
10404,19,1,9,12,4,1,40,0
10405,20,1,6,1,4,1,20,0
10406,33,1,9,1,4,1,40,0
10407,21,1,8,6,4,1,35,0
10408,58,0,13,8,4,1,35,1
10409,43,2,8,2,2,1,55,0
10410,62,1,6,6,2,0,21,0
10411,21,1,9,3,4,1,20,0
10412,26,1,9,2,4,1,60,0
10413,27,1,4,1,4,1,40,0
10414,34,1,9,8,4,1,38,1
10415,49,0,8,6,4,0,40,0
10416,28,1,8,8,4,0,40,0
10417,34,2,12,8,2,1,48,1
10418,29,1,9,0,4,0,40,1
10419,58,1,5,12,4,1,50,1
10420,45,2,8,2,4,0,40,0
10421,47,2,12,1,4,0,40,0
10422,53,1,8,1,4,1,40,1
10423,52,0,5,1,4,1,40,0
10424,47,1,6,6,4,0,15,0
10425,36,0,12,8,4,1,40,1
10426,48,1,12,2,4,1,65,1
10427,35,1,9,2,4,1,40,1
10428,49,1,12,2,4,1,50,1
10429,43,1,9,12,4,1,45,0
10430,33,1,12,2,4,1,50,1
10431,49,0,11,0,4,1,40,0
10432,17,1,5,6,4,1,20,0
10433,25,1,12,11,4,1,40,0
10434,41,2,10,10,4,1,60,0
10435,31,1,12,0,4,1,40,1
10436,57,1,13,2,4,1,40,1
10437,49,1,9,8,4,1,44,1
10438,40,1,12,8,4,1,40,1
10439,55,1,10,8,4,1,50,1
10440,47,1,9,2,4,1,60,0
10441,50,1,7,12,4,1,40,0
10442,36,1,12,8,4,1,50,0
10443,17,1,6,4,4,1,25,0
10444,30,0,8,9,4,1,40,1
10445,42,1,8,5,4,1,40,1
10446,67,2,8,3,4,1,50,0
10447,36,1,8,5,4,1,45,1
10448,35,1,13,2,4,1,50,1
10449,27,1,12,8,4,0,40,0
10450,21,1,3,5,4,1,40,0
10451,46,1,8,8,4,1,40,0
10452,45,1,12,10,4,1,45,1
10453,20,1,6,11,4,1,40,0
10454,17,1,6,6,4,1,20,0
10455,40,1,9,6,2,1,50,1
10456,28,1,12,2,4,1,40,1
10457,33,1,6,1,4,1,40,0
10458,55,1,8,10,4,0,40,0
10459,55,2,9,1,4,1,50,0
10460,47,1,8,1,2,0,40,0
10461,52,2,13,8,4,1,60,1
10462,29,1,9,10,4,0,40,0
10463,36,1,2,6,4,1,35,0
10464,37,1,12,6,4,1,70,0
10465,41,0,8,0,4,0,40,0
10466,43,1,9,5,4,1,48,1
10467,24,1,3,3,4,1,50,0
10468,39,0,12,8,4,0,60,0
10469,47,2,12,2,4,1,50,0
10470,42,1,8,2,4,0,45,0
10471,39,1,8,1,4,1,42,1
10472,48,0,12,8,4,0,60,0
10473,47,0,13,2,2,1,50,1
10474,27,1,5,4,4,1,40,0
10475,29,1,8,1,4,1,40,0
10476,22,1,10,6,4,0,30,0
10477,37,0,8,1,4,1,44,0
10478,38,1,12,2,4,1,60,0
10479,32,1,0,5,1,0,40,0
10480,48,0,13,8,4,0,80,0
10481,46,2,8,2,4,0,50,0
10482,51,1,8,6,2,0,38,0
10483,28,2,12,2,4,1,55,0
10484,35,1,8,0,4,1,40,0
10485,18,1,6,1,4,1,30,0
10486,45,1,8,1,2,0,40,0
10487,36,2,8,12,4,1,40,0
10488,73,1,9,7,4,0,10,0
10489,52,1,12,2,4,1,40,0
10490,17,1,5,6,4,0,40,0
10491,29,0,10,1,4,1,40,1
10492,31,1,8,0,4,0,40,1
10493,20,1,9,3,4,1,10,0
10494,42,1,8,1,4,1,40,1
10495,37,1,9,6,4,0,40,0
10496,40,1,8,12,4,1,40,0
10497,32,1,11,0,4,1,45,1
10498,29,1,13,8,4,1,55,1
10499,20,1,9,5,4,0,40,0
10500,26,1,6,0,4,1,40,1
10501,25,1,12,8,4,1,30,0
10502,37,1,8,11,4,1,80,1
10503,26,1,9,1,4,1,40,0
10504,24,1,8,10,4,0,30,0
10505,33,1,8,6,4,0,25,0
10506,23,1,8,1,0,1,40,0
10507,36,1,9,10,4,1,50,0
10508,37,1,12,8,4,0,50,0
10509,24,1,10,5,4,1,35,0
10510,38,1,11,1,4,1,50,1
10511,50,1,12,8,4,0,45,0
10512,44,1,6,0,4,1,40,1
10513,46,1,8,5,4,1,40,1
10514,57,1,9,1,2,0,40,0
10515,37,1,8,1,4,1,70,0
10516,44,1,8,5,4,1,55,0
10517,21,1,9,6,4,0,30,0
10518,31,1,8,1,4,1,40,1
10519,32,1,10,8,4,1,42,1
10520,45,1,8,6,2,0,60,1
10521,20,0,8,4,4,1,40,0
10522,52,1,8,7,4,0,50,0
10523,47,2,8,2,4,1,25,0
10524,41,1,9,0,4,0,40,0
10525,40,1,9,10,4,1,60,1
10526,41,0,12,8,4,0,40,1
10527,46,1,12,2,4,1,50,1
10528,49,1,8,5,4,0,40,0
10529,65,1,9,0,4,0,40,0
10530,50,1,8,5,1,0,40,0
10531,59,1,8,12,4,1,40,1
10532,18,1,9,0,4,0,25,0
10533,47,0,13,8,4,1,45,1
10534,45,1,8,5,4,1,45,1
10535,17,1,6,10,4,0,40,0
10536,45,2,8,10,4,1,32,1
10537,73,1,6,5,4,1,40,0
10538,48,1,5,5,2,1,40,0
10539,38,0,11,2,4,1,60,0
10540,37,0,8,0,4,1,50,1
10541,62,2,8,2,2,1,72,1
10542,26,1,8,0,2,1,40,0
10543,46,2,13,2,4,0,50,1
10544,46,1,13,11,4,1,40,1
10545,51,1,8,0,4,0,24,1
10546,54,0,9,0,4,0,40,0
10547,65,1,9,2,4,1,40,0
10548,29,1,11,1,4,1,45,0
10549,37,1,8,6,4,1,40,0
10550,36,2,15,8,4,0,10,0
10551,60,2,8,1,4,1,50,1
10552,33,1,12,4,4,1,40,0
10553,62,1,8,0,4,0,20,0
10554,20,1,8,0,4,0,40,0
10555,37,1,8,11,4,0,35,1
10556,66,1,13,8,4,1,20,0
10557,29,0,9,0,4,1,40,0
10558,70,2,9,10,4,1,40,0
10559,74,1,8,6,4,1,15,0
10560,37,0,8,1,4,1,40,0
10561,51,2,8,1,4,1,40,0
10562,50,1,9,12,4,1,50,0
10563,42,1,8,10,4,1,60,1
10564,26,1,12,8,4,1,70,0
10565,27,0,9,9,4,1,40,1
10566,58,2,8,2,4,1,70,0
10567,32,1,12,8,4,1,50,0
10568,66,2,8,10,4,1,10,1
10569,23,1,9,10,4,1,45,0
10570,35,1,8,5,4,1,44,0
10571,50,1,12,1,4,1,50,0
10572,35,1,8,1,4,0,48,0
10573,31,1,8,0,4,0,50,0
10574,30,1,6,4,4,1,49,0
10575,84,2,9,10,4,1,35,1
10576,35,2,8,1,2,1,40,0
10577,45,2,10,3,4,1,50,1
10578,46,1,8,1,4,1,40,0
10579,50,0,9,3,4,1,40,0
10580,37,1,6,5,4,1,40,0
10581,32,1,8,6,4,0,40,0
10582,53,2,12,2,4,1,48,1
10583,27,0,9,11,4,1,40,1
10584,22,1,8,12,4,1,40,0
10585,29,1,12,11,4,1,40,0
10586,35,1,8,10,4,1,44,0
10587,38,1,9,4,4,0,35,0
10588,29,1,3,3,4,1,40,0
10589,26,1,9,4,1,1,44,0
10590,34,1,14,8,1,0,40,0
10591,31,1,10,1,4,1,40,1
10592,30,1,9,1,4,1,40,0
10593,20,1,9,6,4,1,40,0
10594,37,1,13,8,4,1,48,0
10595,32,1,8,0,4,0,20,0
10596,36,1,11,10,4,0,40,0
10597,54,1,13,8,1,1,40,1
10598,46,2,9,2,4,0,50,0
10599,18,1,8,10,0,0,20,0
10600,57,1,9,9,4,1,50,0
10601,37,1,8,4,4,1,40,0
10602,43,1,8,1,4,1,40,1
10603,45,1,8,2,2,0,40,0
10604,32,1,9,0,4,0,40,0
10605,38,0,8,0,4,1,40,0
10606,25,1,11,11,4,0,30,0
10607,70,1,9,3,1,1,40,0
10608,40,1,9,5,4,1,50,1
10609,40,2,8,1,4,1,40,0
10610,20,1,8,1,4,1,40,0
10611,29,1,8,2,4,1,40,1
10612,24,1,10,1,4,1,55,0
10613,28,1,10,2,2,0,40,0
10614,58,1,5,12,2,1,50,0
10615,38,1,12,0,1,0,40,0
10616,59,2,9,3,4,0,40,0
10617,18,1,6,0,4,0,15,0
10618,40,1,8,5,4,1,40,0
10619,39,2,13,2,4,1,50,0
10620,35,1,12,2,1,1,50,1
10621,45,1,8,1,4,1,72,0
10622,24,0,8,0,2,0,20,0
10623,22,1,9,0,2,1,30,0
10624,23,1,12,2,4,1,40,0
10625,39,2,9,1,4,1,60,1
10626,28,1,10,11,4,0,38,0
10627,51,1,6,10,4,1,30,1
10628,44,1,12,0,4,0,37,0
10629,24,1,8,3,2,1,35,0
10630,24,1,6,10,4,1,40,0
10631,52,1,1,1,3,1,50,0
10632,43,1,8,4,4,1,40,0
10633,67,2,7,2,4,1,20,0
10634,31,1,7,4,2,1,40,0
10635,36,1,8,1,4,1,50,1
10636,43,1,11,12,4,1,40,0
10637,31,1,3,4,4,1,70,0
10638,23,1,9,0,2,1,20,0
10639,26,1,12,4,4,1,40,0
10640,48,1,9,8,4,1,40,0
10641,40,1,9,1,4,1,44,0
10642,55,0,14,8,4,0,39,0
10643,49,1,8,1,4,1,45,1
10644,34,1,12,6,4,0,15,0
10645,29,1,8,0,2,0,60,0
10646,50,1,12,0,4,0,8,0
10647,19,1,9,10,4,0,9,0
10648,63,0,15,2,4,1,50,1
10649,66,1,12,1,1,1,30,0
10650,60,1,10,6,4,1,20,0
10651,60,1,8,6,4,0,38,0
10652,19,1,8,11,4,1,40,0
10653,26,2,8,2,4,1,60,0
10654,75,2,9,1,2,1,40,0
10655,58,0,9,8,4,0,20,0
10656,18,2,9,2,4,0,50,0
10657,65,1,11,2,4,1,40,0
10658,50,2,8,2,4,1,40,1
10659,26,1,9,6,4,1,40,0
10660,45,0,13,10,4,1,50,1
10661,29,0,8,11,4,1,40,1
10662,52,1,9,10,4,0,52,1
10663,23,1,12,2,4,0,40,0
10664,21,1,8,6,4,1,40,0
10665,48,0,8,2,4,0,40,0
10666,50,1,12,2,4,1,40,1
10667,41,0,12,9,2,1,40,0
10668,32,1,8,10,2,0,30,0
10669,40,1,8,3,2,1,40,0
10670,19,1,8,4,4,1,30,0
10671,42,0,8,0,4,1,39,0
10672,23,1,12,0,4,0,50,0
10673,37,2,8,3,4,1,40,1
10674,21,1,6,8,4,0,24,0
10675,28,1,12,11,4,1,40,1
10676,20,1,9,10,4,1,25,0
10677,21,1,6,1,4,1,35,0
10678,21,1,9,6,4,1,16,0
10679,45,2,12,8,4,1,40,0
10680,49,2,8,1,4,1,40,0
10681,53,2,9,10,4,1,50,1
10682,41,1,8,5,4,1,40,0
10683,48,0,12,0,1,0,40,0
10684,34,1,9,2,4,0,40,0
10685,24,1,8,0,4,0,40,0
10686,58,0,8,0,4,0,16,0
10687,41,1,12,10,4,1,50,1
10688,53,1,0,6,4,1,40,0
10689,40,1,8,1,2,1,40,0
10690,28,2,9,1,4,1,40,1
10691,32,1,9,10,4,1,47,0
10692,44,2,9,2,2,1,45,0
10693,18,1,6,6,4,0,40,0
10694,37,0,8,6,4,0,40,0
10695,43,1,11,0,2,0,45,0
10696,22,1,8,6,4,0,40,0
10697,28,1,5,4,2,1,40,0
10698,51,1,9,2,4,0,40,0
10699,63,1,8,8,4,0,72,0
10700,29,1,9,9,4,1,45,0
10701,44,1,12,2,4,1,48,1
10702,44,1,3,6,4,0,38,0
10703,37,0,9,6,4,1,40,0
10704,62,0,8,0,2,1,40,0
10705,31,1,8,1,4,1,52,0
10706,20,1,8,4,4,1,30,0
10707,48,1,5,5,4,0,32,0
10708,24,2,9,6,4,0,50,0
10709,56,0,12,2,4,1,40,0
10710,36,0,9,0,4,1,35,0
10711,29,1,8,1,4,1,40,0
10712,34,1,14,11,1,1,40,1
10713,39,1,9,1,2,1,40,0
10714,29,1,9,4,2,1,45,0
10715,38,2,8,2,4,1,65,0
10716,23,1,4,6,1,1,20,0
10717,37,1,8,6,4,1,40,0
10718,30,2,9,6,4,0,30,0
10719,42,1,11,11,4,1,40,0
10720,59,0,8,6,4,0,19,0
10721,45,1,8,4,2,1,40,1
10722,46,1,9,10,4,1,40,0
10723,25,1,13,8,4,0,37,0
10724,41,2,8,1,4,1,55,0
10725,49,1,8,12,4,1,50,1
10726,37,1,9,6,4,1,40,0
10727,31,1,8,1,4,1,45,0
10728,22,1,11,2,1,1,6,0
10729,22,1,8,10,4,0,33,0
10730,17,1,6,7,4,0,20,0
10731,47,1,15,8,4,1,50,1
10732,17,1,5,6,4,1,15,0
10733,39,1,2,4,4,1,40,0
10734,23,1,9,0,4,1,20,0
10735,41,1,12,8,4,1,40,1
10736,36,0,13,8,4,1,45,1
10737,52,1,12,8,4,1,40,1
10738,21,1,8,1,4,0,30,0
10739,33,1,5,4,4,0,36,0
10740,41,1,8,1,4,1,44,0
10741,19,1,8,10,4,0,35,0
10742,38,0,8,0,4,1,45,1
10743,24,1,9,1,4,1,40,0
10744,38,1,12,10,4,0,40,0
10745,39,0,12,8,4,1,45,1
10746,19,1,9,10,4,0,15,0
10747,42,1,9,0,4,0,40,0
10748,36,1,8,10,4,1,45,0
10749,29,1,9,4,4,1,40,0
10750,17,1,7,4,4,1,20,0
10751,47,0,12,1,4,1,50,1
10752,24,1,9,0,4,0,60,0
10753,61,0,9,2,4,1,40,1
10754,40,2,9,1,4,1,60,0
10755,59,1,8,8,2,0,38,0
10756,29,1,9,11,4,1,55,0
10757,26,1,8,6,4,1,40,0
10758,46,1,8,12,4,1,40,1
10759,56,0,8,0,4,1,40,1
10760,25,1,12,0,4,0,40,0
10761,17,1,7,10,4,0,18,0
10762,29,1,10,2,2,0,40,0
10763,23,1,2,4,4,1,30,0
10764,67,1,8,2,4,0,35,0
10765,29,1,13,8,4,0,50,0
10766,33,1,11,0,4,0,40,0
10767,32,1,8,12,4,1,40,0
10768,34,1,9,6,4,1,62,0
10769,49,1,8,5,4,1,40,0
10770,54,2,9,1,4,1,40,0
10771,39,1,8,6,4,1,40,0
10772,41,1,12,1,4,1,40,0
10773,31,1,9,0,4,0,38,0
10774,47,0,15,8,4,1,40,1
10775,27,1,8,5,4,1,1,0
10776,23,1,6,12,4,1,25,0
10777,44,1,3,12,4,1,80,1
10778,25,1,11,2,4,1,45,0
10779,23,1,9,0,4,0,16,0
10780,52,1,8,1,4,1,50,1
10781,62,0,8,2,4,0,36,0
10782,31,1,12,8,4,0,40,0
10783,19,1,6,1,4,1,60,0
10784,53,1,9,1,4,1,40,0
10785,25,1,8,1,4,0,40,0
10786,45,1,8,12,4,1,40,0
10787,69,1,4,1,4,1,40,0
10788,49,1,8,1,4,1,40,1
10789,42,1,12,8,1,0,27,1
10790,44,2,8,3,4,1,40,1
10791,56,0,9,1,4,1,41,1
10792,37,0,8,5,4,1,40,1
10793,37,1,12,2,4,1,45,1
10794,22,1,9,6,4,0,40,0
10795,34,0,12,8,4,1,40,1
10796,36,1,8,5,4,1,40,0
10797,28,0,9,2,4,1,65,0
10798,28,1,12,8,4,1,50,0
10799,36,1,5,10,4,0,35,0
10800,73,0,2,9,4,1,20,0
10801,37,2,8,3,4,1,60,0
10802,24,1,12,2,2,0,65,0
10803,30,0,8,0,4,0,38,0
10804,38,1,10,6,4,1,40,0
10805,50,1,9,0,1,1,40,1
10806,43,1,14,8,4,1,40,1
10807,42,1,8,4,2,1,40,0
10808,54,0,9,0,4,0,38,0
10809,27,0,11,2,4,0,58,0
10810,39,1,9,10,4,1,45,0
10811,27,1,9,0,2,0,40,0
10812,30,1,8,4,4,1,66,0
10813,30,1,8,12,4,1,40,0
10814,37,1,9,1,4,1,40,0
10815,50,0,12,8,4,1,60,1
10816,36,1,9,1,4,0,40,0
10817,22,1,9,4,2,1,10,0
10818,21,1,9,1,4,1,40,0
10819,33,1,12,0,4,1,42,0
10820,76,1,3,6,4,0,25,0
10821,37,1,12,0,4,1,40,0
10822,34,1,9,10,4,1,60,0
10823,29,1,8,3,4,1,97,0
10824,29,1,8,12,4,1,40,0
10825,28,1,12,10,4,1,40,0
10826,73,2,9,2,4,1,35,0
10827,43,1,9,2,2,0,40,0
10828,39,1,9,1,4,1,40,0
10829,74,1,5,6,2,0,6,0
10830,27,0,12,8,4,1,30,0
10831,47,1,8,12,4,1,60,0
10832,90,1,8,6,4,0,24,0
10833,47,1,12,8,4,1,60,1
10834,42,1,12,2,4,1,40,1
10835,69,1,12,4,4,1,40,0
10836,23,1,12,11,4,0,20,0
10837,44,0,8,8,4,1,30,0
10838,41,1,8,10,4,1,40,0
10839,47,0,9,0,2,1,40,0
10840,43,1,12,2,2,1,40,1
10841,33,1,9,6,2,1,40,0
10842,48,1,6,6,4,0,30,0
10843,39,1,12,10,4,1,60,0
10844,43,1,13,2,4,0,40,1
10845,52,1,8,7,4,0,40,0
10846,18,1,8,10,4,0,20,0
10847,27,2,8,10,4,1,45,0
10848,27,2,12,2,4,1,45,1
10849,45,0,8,0,4,0,40,0
10850,24,1,10,6,4,1,20,0
10851,25,1,9,10,4,0,40,0
10852,42,2,5,12,4,1,35,0
10853,63,2,3,1,4,1,40,0
10854,40,1,8,0,4,0,46,1
10855,47,1,14,2,4,1,60,1
10856,42,1,8,1,4,1,50,1
10857,42,1,9,2,4,0,45,0
10858,63,0,12,8,4,1,40,1
10859,37,0,12,8,4,0,55,0
10860,65,1,8,0,4,1,20,0
10861,62,1,12,1,4,1,50,1
10862,46,1,8,1,0,1,40,0
10863,23,1,8,10,2,0,25,0
10864,47,0,12,8,4,0,45,0
10865,20,1,9,6,4,1,20,0
10866,28,1,8,4,4,1,40,0
10867,61,0,8,6,4,1,40,0
10868,30,0,8,6,4,0,72,0
10869,30,0,12,9,4,1,72,1
10870,29,1,12,10,4,1,50,1
10871,39,1,8,5,2,0,40,0
10872,23,1,6,6,4,0,35,0
10873,32,1,6,7,2,0,40,0
10874,63,1,8,6,4,0,34,0
10875,19,2,9,1,4,0,15,0
10876,57,0,15,8,4,1,60,1
10877,41,1,12,1,4,1,40,1
10878,23,1,10,10,4,1,40,0
10879,30,1,15,8,4,1,20,0
10880,43,2,11,2,4,1,50,0
10881,64,2,3,6,4,1,25,0
10882,56,1,2,5,4,1,40,0
10883,32,1,8,0,4,1,40,0
10884,55,1,8,1,4,1,45,0
10885,17,1,6,6,4,0,12,0
10886,17,1,5,6,2,1,20,0
10887,29,1,9,0,4,0,65,0
10888,37,1,8,1,4,1,50,0
10889,39,1,8,7,4,0,22,0
10890,36,1,12,2,4,0,40,1
10891,50,1,12,2,4,1,55,1
10892,31,1,9,5,4,0,50,0
10893,56,1,9,2,2,0,32,0
10894,51,1,9,1,4,1,40,1
10895,20,1,9,6,4,0,30,0
10896,53,1,12,8,4,1,55,1
10897,33,0,13,8,2,0,35,0
10898,27,1,9,0,2,0,20,0
10899,40,1,9,1,4,1,40,1
10900,45,1,9,0,2,0,32,0
10901,54,1,10,1,1,1,40,0
10902,33,2,8,1,4,1,50,0
10903,36,1,5,3,2,1,60,0
10904,42,0,13,8,4,1,55,1
10905,33,1,9,0,4,0,40,0
10906,19,1,9,0,4,0,25,0
10907,52,0,12,2,4,1,45,1
10908,41,0,13,8,1,0,40,1
10909,30,1,9,1,4,1,40,0
10910,22,1,9,0,4,1,40,0
10911,47,1,12,2,4,1,60,1
10912,26,1,2,12,4,1,40,0
10913,36,1,6,5,2,1,40,0
10914,35,1,8,5,4,1,40,0
10915,46,1,9,9,2,1,40,1
10916,24,1,12,8,4,0,8,0
10917,30,1,10,8,4,1,52,1
10918,38,1,8,5,4,1,40,0
10919,50,1,8,10,4,0,45,0
10920,41,0,9,0,2,0,40,0
10921,38,1,8,2,4,1,60,1
10922,36,1,12,10,2,1,48,0
10923,47,1,8,10,4,1,50,1
10924,59,1,9,0,4,0,16,1
10925,59,1,15,8,4,1,60,1
10926,52,1,9,2,4,1,45,1
10927,37,2,10,10,4,1,60,1
10928,52,1,12,6,2,0,40,0
10929,51,1,11,1,4,1,45,1
10930,67,2,12,2,4,1,55,0
10931,68,1,5,6,2,0,20,0
10932,71,1,4,7,2,0,6,0
10933,49,0,13,0,4,1,40,0
10934,35,0,8,6,4,1,40,0
10935,18,1,8,0,4,1,40,0
10936,29,1,5,3,4,0,40,0
10937,47,2,12,8,4,1,60,0
10938,31,1,4,3,4,1,40,0
10939,22,0,9,2,2,1,40,0
10940,20,1,9,11,4,0,10,0
10941,57,1,8,10,4,0,26,0
10942,18,1,9,6,4,0,15,0
10943,32,1,8,8,4,1,40,0
10944,39,1,8,6,4,1,40,0
10945,37,1,12,8,4,0,40,0
10946,51,1,8,10,1,1,50,0
10947,48,1,9,0,4,1,40,1
10948,39,1,8,12,4,1,55,1
10949,35,1,12,10,4,1,45,0
10950,40,1,2,6,3,1,40,0
10951,19,1,8,10,4,1,25,0
10952,28,1,8,0,4,1,40,0
10953,23,1,9,10,4,0,40,0
10954,18,1,9,10,4,1,35,0
10955,23,0,12,8,4,1,40,0
10956,47,0,6,12,4,1,40,0
10957,42,0,12,0,4,1,40,0
10958,25,1,9,10,4,1,40,0
10959,17,1,5,10,4,0,12,0
10960,34,1,12,2,4,0,45,0
10961,30,2,13,2,4,1,60,1
10962,29,1,11,2,4,1,40,0
10963,22,1,9,0,4,0,40,0
10964,46,0,8,4,4,1,40,0
10965,69,1,8,10,4,1,24,0
10966,50,1,8,1,4,1,60,1
10967,59,1,8,5,4,1,40,0
10968,45,0,9,8,4,1,40,1
10969,41,0,13,0,2,0,40,0
10970,47,0,12,8,4,1,40,0
10971,64,1,6,3,4,0,40,0
10972,29,1,9,6,4,1,35,0
10973,29,1,14,8,4,0,72,0
10974,17,1,6,8,4,0,20,0
10975,24,1,8,0,4,1,60,0
10976,28,1,8,1,4,1,40,0
10977,35,1,8,6,4,1,50,0
10978,48,1,12,10,4,1,60,0
10979,36,1,10,8,2,0,38,0
10980,38,1,10,1,4,0,40,0
10981,49,1,8,1,4,1,40,0
10982,42,1,13,8,4,1,40,1
10983,36,2,10,10,4,1,60,0
10984,25,1,5,5,4,0,40,0
10985,41,1,13,5,4,1,40,0
10986,35,2,8,3,4,1,30,0
10987,32,1,10,2,4,0,50,0
10988,41,2,13,8,4,1,40,1
10989,48,1,9,12,4,1,60,0
10990,56,1,8,10,4,0,50,0
10991,47,2,9,6,2,1,40,0
10992,30,0,8,10,2,0,40,0
10993,51,1,6,1,4,1,40,1
10994,22,2,12,0,4,1,40,0
10995,49,2,12,2,4,1,60,1
10996,26,1,8,5,4,1,48,0
10997,35,1,12,1,4,1,40,0
10998,34,1,9,0,4,1,40,0
10999,51,0,8,2,4,1,40,0
11000,26,1,12,2,4,1,40,0
11001,28,0,9,0,2,0,40,0
11002,32,1,3,1,4,1,35,0
11003,55,1,6,0,2,0,40,0
11004,17,1,6,10,4,0,20,0
11005,40,1,9,2,4,0,40,0
11006,38,1,12,10,4,1,50,0
11007,67,2,8,2,4,0,40,1
11008,44,1,8,5,4,1,40,0
11009,26,1,9,2,4,1,40,1
11010,25,1,8,4,4,0,40,0
11011,45,1,8,0,4,0,40,0
11012,38,1,8,0,4,1,45,1
11013,62,1,9,1,4,1,45,0
11014,20,1,8,6,4,1,40,0
11015,45,0,9,6,2,1,40,0
11016,47,2,13,8,4,0,20,1
11017,49,1,12,0,4,1,40,0
11018,36,1,8,1,4,1,40,1
